OBJECTID,FID_J26E9A6B5ECFE4F988DA8AC7353,GEOID10,,CT10,Fips1,Fips,City,treecanopy,CTBG10,AreaSqMil,LABEL,FIP10,FIP10RV,CDP_NAME,CITYNAME,Common Name,,Shape__Area,Shape__Length,TC_E_A,TC_Pv_A,TC_Land_A,TC_Pi_A,TC_P_A,TC_Pv_P,TC_P_P,TC_Pi_P,FID_L7City_Boundary,CITY,AnalysisArea
278,1007,60372404023,6037,240402,6037240402,06037240402,South Vermont,10.01361173,2404023,0.0589,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - South Vermont,1035,222300.6914,1895.676958,164489.0625,383371.875,1642654.688,386423.4375,769795.3125,23.33855544,46.86288106,23.52432562,1,IN,0.05891789
279,1008,60372410011,6037,241001,6037241001,06037241001,Green Meadows,11.5734972,2410011,0.0652,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Green Meadows,1036,245861.1289,1999.082537,210290.625,401315.625,1817001.563,357159.375,758475,22.08669675,41.74322222,19.65652547,1,IN,0.06518684
280,1009,60372410021,6037,241002,6037241002,06037241002,Green Meadows,11.84617468,2410021,0.0931,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Green Meadows,1037,351199.8164,2944.823904,307560.9375,712462.5,2596289.063,551095.3125,1263557.813,27.44157075,48.66784022,21.22626947,1,IN,0.0931146
281,1010,60372412021,6037,241202,6037241202,06037241202,South Vermont,11.65010606,2412021,0.1174,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - South Vermont,1038,442980.0195,2734.020555,381529.6875,902137.5,3274903.125,705093.75,1607231.25,27.54699805,49.07721507,21.53021702,1,IN,0.11743677
282,1011,60372412022,6037,241202,6037241202,06037241202,South Vermont,10.46096456,2412022,0.0947,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - South Vermont,1039,357148.9805,2443.65539,276046.875,539268.75,2638828.125,730968.75,1270237.5,20.43591793,48.13642419,27.70050626,1,IN,0.09468335
283,1012,60372612002,6037,261200,6037261200,06037261200,Beverly Crest,61.62929145,2612002,1.3215,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Beverly Crest,1040,5004931.422,18719.66861,22681096.88,9228839.063,36802462.5,1445765.625,10674604.69,25.07668899,29.00513705,3.92844806,1,IN,1.32149912
284,1013,60372622002,6037,262200,6037262200,06037262200,Bel Air,45.0297445,2622002,0.4787,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Bel Air,1041,1811727.188,13304.22839,6008821.875,2304084.375,13344117.19,1396898.438,3700982.813,17.26666772,27.73493938,10.46827166,1,IN,0.4786728
285,1014,60372625011,6037,262501,6037262501,06037262501,Pacific Palisades,25.26485423,2625011,0.1036,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Pacific Palisades,1042,391801.1602,2737.660223,729745.3125,751232.8125,2888381.25,298982.8125,1050215.625,26.00878303,36.36000701,10.35122398,1,IN,0.10360074
286,1015,60372625012,6037,262501,6037262501,06037262501,Pacific Palisades,22.32079232,2625012,0.0977,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Pacific Palisades,1043,369553.8086,3513.588993,607865.625,613209.375,2723315.625,370814.0625,984023.4375,22.51701453,36.13328652,13.61627198,1,IN,0.09771092
287,1016,60371098003,6037,109800,6037109800,06037109800,North Hills,19.15653908,1098003,0.1376,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - North Hills,1044,523109.8164,3286.5941,735032.8125,577223.4375,3836981.25,1058385.938,1635609.375,15.04368669,42.62750502,27.58381833,1,IN,0.13764423
288,1017,60371211023,6037,121102,6037121102,06037121102,Sun Valley,10.51666719,1211023,0.2416,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - Sun Valley,1045,917674.6328,5536.893814,708300,493832.8125,6735023.438,2670018.75,3163851.563,7.33231023,46.97610323,39.643793,1,IN,0.24160322
289,1018,60371218021,6037,121802,6037121802,06037121802,Sun Valley,10.9676336,1218021,0.1832,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Sun Valley,1046,695930.7188,4214.900243,560292.1875,509048.4375,5108596.875,1969762.5,2478810.938,9.96454506,48.52234377,38.55779871,1,IN,0.18325741
290,1019,60371219003,6037,121900,6037121900,06037121900,Sun Valley,5.29194946,1219003,0.4011,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - Sun Valley,1047,1523325.461,5464.5845,591764.0625,1384903.125,11182345.31,6025710.938,7410614.063,12.38472866,66.27066018,53.88593152,1,IN,0.40113756
291,1020,60371233013,6037,123301,6037123301,06037123301,North Hollywood,18.21355081,1233013,0.0799,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - North Hollywood,1048,303367.3984,2220.41699,405773.4375,434348.4375,2227865.625,635821.875,1070170.313,19.49616856,48.03567596,28.5395074,1,IN,0.07994084
292,1021,60371236013,6037,123601,6037123601,06037123601,Valley Glen,22.92163949,1236013,0.2861,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - Valley Glen,1049,1085445.844,5745.54266,1828448.438,1101403.125,7976953.125,2247215.625,3348618.75,13.807316,41.97866902,28.17135302,1,IN,0.286142
293,1022,60371239022,6037,123902,6037123902,06037123902,Valley Glen,24.63876037,1239022,0.1876,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Valley Glen,1050,711757.5703,4115.560248,1288856.25,639140.625,5231010.938,874181.25,1513321.875,12.2183003,28.92981669,16.71151639,1,IN,0.18763035
294,1023,60371241042,6037,124104,6037124104,06037124104,North Hollywood,25.0785796,1241042,0.0626,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - North Hollywood,1051,237539.2461,1949.601312,437582.8125,311779.6875,1744846.875,319443.75,631223.4375,17.86859878,36.1764374,18.30783862,1,IN,0.06260508
295,1024,60371244001,6037,124400,6037124400,06037124400,Valley Glen,20.22576256,1244001,0.1331,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Valley Glen,1052,504749.3867,2964.486893,750360.9375,1241184.375,3709926.563,511410.9375,1752595.313,33.45576669,47.24070094,13.78493425,1,IN,0.13305834
296,1025,60371245001,6037,124500,6037124500,06037124500,Valley Glen,31.82234966,1245001,0.1689,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Valley Glen,1053,640628.9727,3676.308893,1498303.125,582229.6875,4708335.938,766476.5625,1348706.25,12.36593343,28.64507265,16.27913923,1,IN,0.16890064
297,1026,60371249021,6037,124902,6037124902,06037124902,Valley Glen,17.26536549,1249021,0.1307,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Valley Glen,1054,495848.0352,2971.833995,629325,358200,3645014.063,829153.125,1187353.125,9.82712258,32.57472,22.74759742,1,IN,0.13072899
298,1027,60371345221,6037,134522,6037134522,06037134522,Canoga Park,24.22785047,1345221,0.2376,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Canoga Park,1055,901823.3281,3792.277668,1604573.438,612478.125,6622846.875,1808423.438,2420901.563,9.24795842,36.55379036,27.30583194,1,IN,0.23757103
299,1028,60371349051,6037,134905,6037134905,06037134905,Woodland Hills,13.20071118,1349051,0.9987,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Woodland Hills,1056,3789336.211,8133.953245,3675220.313,10997184.38,27841078.13,6658101.563,17655285.94,39.499851,63.41451958,23.91466858,1,IN,0.99874058
300,1029,60371352036,6037,135203,6037135203,06037135203,Westhills,31.35844674,1352036,0.4391,BG 6,44000,44000,Los Angeles,Los Angeles,LA City - Westhills,1057,1666846.348,5451.942073,3838851.563,6662840.625,12241842.19,726342.1875,7389182.813,54.4267809,60.3600561,5.93327521,1,IN,0.43912463
301,1030,60371411012,6037,141101,6037141101,06037141101,Sherman Oaks,17.82595269,1411012,0.1465,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Sherman Oaks,1058,555587.6641,3373.729176,722475,295270.3125,4052939.063,1004076.563,1299346.875,7.28533807,32.05937358,24.77403551,1,IN,0.14655016
302,1031,60371436042,6037,143604,6037143604,06037143604,Studio City,20.91647168,1436042,0.1569,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Studio City,1059,594875.4297,3182.07736,915145.3125,770287.5,4375237.5,1041356.25,1811643.75,17.6056157,41.4067522,23.80113651,1,IN,0.15694398
303,1045,60377030022,6037,703002,6037703002,06037703002,Ladera Heights,15.93317409,7030022,0.1858,BG 2,39108,99037,Ladera Heights,Unincorporated,LA County - Ladera Heights,1080,701682.4336,3719.077266,825482.8125,1060284.375,5180906.25,625837.5,1686121.875,20.4652299,32.54492156,12.07969166,1,IN,0.00039328
304,1053,60376509011,6037,650901,6037650901,06037650901,Torrance,10.70400101,6509011,0.3743,BG 1,80000,80000,Torrance,Torrance,City of Torrance,1101,1408779.137,7108.201535,1117026.563,1481076.563,10435598.44,3280007.813,4761084.375,14.19254077,45.62349159,31.43095082,1,IN,4.40E-05
305,1054,60376509012,6037,650901,6037650901,06037650901,Torrance,16.0126476,6509012,0.4507,BG 2,80000,80000,Torrance,Torrance,City of Torrance,1102,1696116.867,7716.83856,2011851.563,1475564.063,12564140.63,4246664.063,5722228.125,11.74424982,45.5441267,33.79987688,1,IN,0.00011547
306,1057,60372282202,6037,228220,6037228220,06037228220,South Park,12.98085536,2282202,0.0422,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - South Park,1105,159553.8594,1782.579781,152845.3125,84079.6875,1177467.188,419034.375,503114.0625,7.14072446,42.7284996,35.58777514,1,IN,0.04222886
307,1058,60372246001,6037,224600,6037224600,06037224600,South Park,8.94121681,2246001,0.0883,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - South Park,1106,333572.6055,2450.786122,219993.75,235251.5625,2460445.313,667181.25,902432.8125,9.56134084,36.67762124,27.1162804,1,IN,0.08825414
308,1059,60372246002,6037,224600,6037224600,06037224600,South Park,8.86322823,2246002,0.1893,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - South Park,1107,715626.9805,4120.600492,467803.125,235982.8125,5278021.875,1280418.75,1516401.563,4.4710465,28.73049029,24.25944379,1,IN,0.1893243
309,1060,60372244202,6037,224420,6037224420,06037224420,Westlake,26.61262909,2244202,0.0861,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Westlake,1108,325364.3594,2432.154588,638535.9375,403129.6875,2399371.875,520593.75,923723.4375,16.80146757,38.49855236,21.69708478,1,IN,0.08606265
310,1061,60372243102,6037,224310,6037224310,06037224310,Westlake,13.30912686,2243102,0.0265,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Westlake,1109,100354.5781,1773.921508,98451.5625,34509.375,739729.6875,223734.375,258243.75,4.66513317,34.91055643,30.24542326,1,IN,0.02653748
311,1062,60371872002,6037,187200,6037187200,06037187200,Los Feliz,17.64416016,1872002,0.2133,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Los Feliz,1110,807951.3047,4595.461119,1037250,932484.375,5878715.625,1493395.313,2425879.688,15.86204257,41.26547093,25.40342836,1,IN,0.21333825
312,1063,60372243201,6037,224320,6037224320,06037224320,Westlake,14.67566698,2243201,0.058,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Westlake,1111,219287.8867,2021.331888,237248.4375,101067.1875,1616610.938,447525,548592.1875,6.25179412,33.93470716,27.68291304,1,IN,0.05798669
313,1064,60372243101,6037,224310,6037224310,06037224310,Westlake,16.46953259,2243101,0.0433,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Westlake,1112,163633.0273,1741.977998,198745.3125,108464.0625,1206745.313,327670.3125,436134.375,8.98814865,36.14137718,27.15322853,1,IN,0.04326762
314,1065,60372240201,6037,224020,6037224020,06037224020,South Park,6.38069321,2240201,0.3029,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - South Park,1113,1145158.371,5604.06298,538776.5625,567435.9375,8443856.25,2323096.875,2890532.813,6.72010419,34.23237828,27.51227409,1,IN,0.30289607
315,1066,60372244102,6037,224410,6037224410,06037224410,Westlake,18.18095677,2244102,0.0799,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Westlake,1114,301921,2697.815554,404732.8125,227629.6875,2226135.938,502607.8125,730237.5,10.22532738,32.80291593,22.57758855,1,IN,0.07985228
316,1067,60372242001,6037,224200,6037224200,06037224200,Westlake,12.04875123,2242001,0.074,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Westlake,1115,279845.293,2210.059889,248568.75,120515.625,2063025,543768.75,664284.375,5.84169484,32.19953103,26.35783619,1,IN,0.07400251
317,1068,60372240101,6037,224010,6037224010,06037224010,Downtown,6.71863805,2240101,0.1894,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Downtown,1116,716087.0859,3793.086851,354740.625,90885.9375,5279948.438,1214535.938,1305421.875,1.72134138,24.72414059,23.00279921,1,IN,0.18939272
318,1069,60371873002,6037,187300,6037187300,06037187300,Silverlake,37.87107008,1873002,0.1778,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Silverlake,1117,673158.8242,4141.353518,1876710.938,1111668.75,4955526.563,402946.875,1514615.625,22.43290871,30.56417125,8.13126254,1,IN,0.17777847
319,1070,60372225002,6037,222500,6037222500,06037222500,West Adams/Exposition Park,13.95495911,2225002,0.0941,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - West Adams/Exposition Park,1118,355780.7969,2669.275994,366159.375,529678.125,2623865.625,643682.8125,1173360.938,20.18693793,44.71878919,24.53185126,1,IN,0.09412604
320,1071,60372225003,6037,222500,6037222500,06037222500,West Adams/Exposition Park,15.12153536,2225003,0.0959,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - West Adams/Exposition Park,1119,362276.1836,2681.401007,404085.9375,417768.75,2672254.688,621098.4375,1038867.188,15.63356786,38.87605446,23.24248659,1,IN,0.09585063
321,1072,60372227001,6037,222700,6037222700,06037222700,West Adams/Exposition Park,21.19003134,2227001,0.3156,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - West Adams/Exposition Park,1120,1192876.813,5003.242771,1864434.375,962268.75,8798639.063,1802278.125,2764546.875,10.93656352,31.42016459,20.48360107,1,IN,0.31560016
322,1073,60371883003,6037,188300,6037188300,06037188300,Atwater Village,28.87166129,1883003,0.1198,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - Atwater Village,1121,453688.9805,3151.357912,914934.375,660375,3168970.313,632039.0625,1292414.063,20.83878784,40.78340707,19.94461924,1,IN,0.11975921
323,1076,60377027001,6037,702700,6037702700,06037702700,Culver City,21.74991688,7027001,0.2181,BG 1,17568,17568,Culver City,Culver City,City of Culver City,1124,824169.75,4278.089751,1315462.5,1138500,6048126.563,1695698.438,2834198.438,18.82401084,46.86076603,28.03675518,1,IN,0.00025653
324,1080,60377026006,6037,702600,6037702600,06037702600,Culver City,21.42444701,7026006,0.1143,BG 6,17568,17568,Culver City,Culver City,City of Culver City,1128,431655.6289,3104.5593,678304.6875,495914.0625,3166031.25,542742.1875,1038656.25,15.6635871,32.80625389,17.14266679,1,IN,1.02E-06
325,1082,60371395031,6037,139503,6037139503,06037139503,Encino,8.60900841,1395031,0.0724,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Encino,1130,274480.0391,2829.055452,173685.9375,172687.5,2017490.625,415785.9375,588473.4375,8.55951933,29.1685835,20.60906417,1,IN,0.07236956
326,1083,60371395032,6037,139503,6037139503,06037139503,Encino,6.4417617,1395032,0.0634,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Encino,1131,240581.3008,2406.861014,113906.25,96904.6875,1768246.875,425306.25,522210.9375,5.48026912,29.53269393,24.05242481,1,IN,0.06343279
327,1084,60371395041,6037,139504,6037139504,06037139504,Encino,9.92155534,1395041,0.0774,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Encino,1132,293582.2695,2312.171113,214143.75,238992.1875,2158368.75,423070.3125,662062.5,11.07281541,30.67420708,19.60139168,1,IN,0.07741031
328,1085,60371395042,6037,139504,6037139504,06037139504,Encino,14.23577823,1395042,0.0342,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Encino,1133,129714.4648,1454.277462,135731.25,93164.0625,953451.5625,129431.25,222595.3125,9.77124231,23.34626333,13.57502102,1,IN,0.03419919
329,1086,60371396002,6037,139600,6037139600,06037139600,Encino,28.48051891,1396002,0.4481,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Encino,1134,1699412.18,5501.782934,3557798.438,2671382.813,12492042.19,2010093.75,4681476.563,21.38467652,37.47567045,16.09099393,1,IN,0.44810609
330,1087,60371412011,6037,141201,6037141201,06037141201,Sherman Oaks,16.61323342,1412011,0.0671,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Sherman Oaks,1135,254407.8828,2838.725313,302414.0625,144604.6875,1820320.313,352223.4375,496828.125,7.9439144,27.29344509,19.34953069,1,IN,0.06710187
331,1088,60371412023,6037,141202,6037141202,06037141202,Sherman Oaks,22.30906997,1412023,0.0758,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - Sherman Oaks,1136,287278.2969,3096.981934,471206.25,220359.375,2112173.438,435093.75,655453.125,10.43282578,31.032164,20.59933821,1,IN,0.07577901
332,1089,60371432003,6037,143200,6037143200,06037143200,Studio City,31.87412322,1432003,0.1489,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - Studio City,1137,564456.0039,3504.409062,1322789.063,667771.875,4150040.625,597346.875,1265118.75,16.09073104,30.48449074,14.3937597,1,IN,0.14889095
333,1090,60371436041,6037,143604,6037143604,06037143604,Studio City,12.63842875,1436041,0.0595,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Studio City,1138,225674.9492,2762.401519,209756.25,114876.5625,1659670.313,562021.875,676898.4375,6.92164954,40.78511451,33.86346498,1,IN,0.05953815
334,1091,60371831031,6037,183103,6037183103,06037183103,Highland Park,26.21766852,1831031,0.1258,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Highland Park,1139,476371.4922,4143.902246,919392.1875,562851.5625,3506765.625,706190.625,1269042.188,16.05044713,36.18839475,20.13794763,1,IN,0.12563979
335,1092,60371832211,6037,183221,6037183221,06037183221,Highland Park,40.07500132,1832211,0.0955,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Highland Park,1140,361789.0664,3706.606097,1066978.125,596840.625,2662453.125,317404.6875,914245.3125,22.41694396,34.33845666,11.9215127,1,IN,0.09548009
336,1093,60371832222,6037,183222,6037183222,06037183222,Highland Park,39.3746977,1832222,0.122,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Highland Park,1141,462442.9492,3886.590993,1339410.938,758278.125,3401704.688,377803.125,1136081.25,22.2911215,33.39740966,11.10628816,1,IN,0.12203597
337,1094,60371837022,6037,183702,6037183702,06037183702,Highland Park,28.75228749,1837022,0.1717,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Highland Park,1142,650359.5,3982.270869,1376493.75,1248018.75,4787423.438,877753.125,2125771.875,26.06869366,44.4032558,18.33456214,1,IN,0.17173606
338,1095,60371852031,6037,185203,6037185203,06037185203,Eagle Rock/Glassell,17.09509804,1852031,0.1029,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Eagle Rock/Glassell,1143,389641,3356.666492,490415.625,520354.6875,2868750,690595.3125,1210950,18.13872549,42.21176471,24.07303922,1,IN,0.10290183
339,1096,60371344231,6037,134423,6037134423,06037134423,Westhills,31.52213244,1344231,0.3416,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Westhills,1144,1297044.633,5308.974834,3001373.438,1436709.375,9521479.688,1893093.75,3329803.125,15.08913974,34.97148799,19.88234825,1,IN,0.34160362
340,1097,60371344232,6037,134423,6037134423,06037134423,Westhills,23.12426398,1344232,0.2634,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Westhills,1145,1000197.176,4455.62568,1698229.688,1219078.125,7343929.688,1715104.688,2934182.813,16.5998066,39.95385219,23.35404559,1,IN,0.26343481
341,1098,60371344242,6037,134424,6037134424,06037134424,Westhills,24.01840291,1344242,0.3326,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Westhills,1146,1262906.539,5405.401476,2227387.5,3323179.688,9273670.313,1312509.375,4635689.063,35.83456793,49.98764142,14.15307349,1,IN,0.33267018
